time,norm,mean_x,mean_y,mean_z,mean_r,kinetic_energy,potential_energy,total_energy,captured_probability,reflected_probability,transmitted_probability
0.88,0.940036875904876,-22.599464045282218,-8.526432440508564e-15,-9.241108940746741e-15,22.95256428448814,0.33505511348210065,-0.04699640469796033,0.2880587087841403,9.178369028668347e-06,0.45823323231718877,0.48179446521865876
0.89,0.9398241112653355,-22.5870282949315,-9.28694208346855e-15,-9.86899229885736e-15,22.94020484837359,0.3349885667614496,-0.047004982974688865,0.28798358378676076,9.346600734106713e-06,0.4571213072631992,0.4826934574014021
0.9,0.9396124103698869,-22.574622222066363,-9.910833090910423e-15,-1.0492593980915927e-14,22.927875930810053,0.33492271079046065,-0.04701362087145555,0.2879090899190051,9.514883429775765e-06,0.45601070662002424,0.48359218886643285
0.91,0.9394017615945122,-22.562245428823463,-1.0413443426785777e-14,-1.1164803211332777e-14,22.915577130643698,0.3348575288215894,-0.04702231795726754,0.2878352108643219,9.683164995122017e-06,0.45490142284634133,0.4844906555831758
0.92,0.9391921546339222,-22.54989756066161,-1.108671299777524e-14,-1.1789136593188721e-14,22.90330809039704,0.3347930049648386,-0.04703107384604136,0.2877619311187972,9.851393392961843e-06,0.45379344972768254,0.4853888535128467
0.93,0.9389835803868416,-22.53757830269024,-1.1902353866821093e-14,-1.2520207111057011e-14,22.891068492565704,0.3347291241402813,-0.047039888192588336,0.2876892359476929,1.0019516687099613e-05,0.4526867822612317,0.48628677860892267
0.9400000000000001,0.9387760308496124,-22.525287376261733,-1.2560321281374225e-14,-1.3234040254684168e-14,22.87885805618134,0.3346658720332325,-0.04704876068889641,0.2876171113443361,1.0187483059862372e-05,0.4515814165489573,0.48718442681759533
0.9500000000000001,0.9385694990175659,-22.513024535809777,-1.3259697617845134e-14,-1.3819098204726152e-14,22.866676533622755,0.3346032350519243,-0.04705769106068933,0.287545543991235,1.035524082954706e-05,0.4504773496985243,0.4880817940782122
0.96,0.9383639787936294,-22.500789565917312,-1.3955338860051545e-14,-1.443037704486065e-14,22.854523707658732,0.33454120028753803,-0.047066679064243444,0.2874745212232946,1.0522738467775858e-05,0.4493745797314602,0.4889788763237016
0.97,0.9381594649036828,-22.488582278598592,-1.4735679075386717e-14,-1.5208291741285673e-14,22.842399388706696,0.3344797554764653,-0.04707572448344508,0.2874040309930202,1.068992461675846e-05,0.4482731054980817,0.48987566948098454
